Timestamp,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-11-26 06:00:00,1.0,974.0,136.25646045703115,4.6,743.0,203.0,864.0,75.0,1155.0,885.0,9.1,77.3,0.8944
2004-11-26 07:00:00,1.7,1118.0,138.8724500949097,8.4,915.0,393.0,731.0,95.0,1289.0,1059.0,9.3,76.9,0.9007
2004-11-26 08:00:00,4.3,1508.0,363.7627446554292,23.1,1379.0,864.0,496.0,137.0,1767.0,1567.0,10.0,75.0,0.9179
2004-11-26 09:00:00,5.8,1521.0,542.2219081017461,26.6,1470.0,960.0,456.0,149.0,1857.0,1727.0,10.6,72.7,0.9272
2004-11-26 10:00:00,5.6,1562.0,445.7369947923969,26.1,1458.0,1056.0,458.0,197.0,1770.0,2021.0,12.4,64.8,0.931
2004-11-26 11:00:00,4.0,1392.0,210.32231243754325,16.4,1192.0,856.0,543.0,183.0,1508.0,1795.0,13.7,59.9,0.9335
2004-11-26 12:00:00,4.0,1439.0,250.2779515806152,18.9,1267.0,854.0,522.0,179.0,1586.0,1852.0,14.9,57.0,0.9564
2004-11-26 13:00:00,4.9,1539.0,387.64656765746986,22.7,1371.0,854.0,488.0,196.0,1712.0,1943.0,15.5,56.2,0.9814
2004-11-26 14:00:00,5.6,1608.0,499.0657248186817,27.2,1483.0,949.0,446.0,208.0,1845.0,2058.0,15.8,56.3,1.0026
2004-11-26 15:00:00,5.1,1589.0,366.8208707713002,24.1,1407.0,932.0,556.0,203.0,1757.0,1972.0,15.8,57.9,1.0292
2004-11-26 16:00:00,6.2,1704.0,494.2636541538368,29.1,1531.0,1071.0,507.0,213.0,1904.0,2098.0,15.7,58.9,1.0432
2004-11-26 17:00:00,7.7,1822.0,769.345894115585,36.0,1686.0,1134.0,387.0,233.0,2077.0,2244.0,15.5,61.2,1.067
2004-11-26 18:00:00,10.1,1956.0,1073.3939325389479,45.2,1877.0,1389.0,347.0,255.0,2338.0,2465.0,15.5,62.8,1.0979
2004-11-26 19:00:00,6.4,1676.0,678.9012056206893,30.7,1568.0,866.0,444.0,170.0,1983.0,2096.0,15.6,64.9,1.1396
2004-11-26 20:00:00,7.7,1834.0,893.3117983469083,37.7,1723.0,947.0,400.0,167.0,2204.0,2190.0,15.1,67.0,1.1394
2004-11-26 21:00:00,8.1,1759.0,700.1662099179016,31.6,1588.0,1155.0,437.0,205.0,1971.0,2234.0,14.6,67.7,1.1164
2004-11-26 22:00:00,4.7,1518.0,344.574699670532,19.9,1293.0,798.0,515.0,170.0,1602.0,2048.0,13.8,67.8,1.0609
2004-11-26 23:00:00,4.3,1502.0,320.8618073839982,18.6,1256.0,696.0,560.0,154.0,1568.0,2044.0,13.4,69.0,1.0579
2004-11-27 00:00:00,4.1,1499.0,241.6797609452974,16.9,1207.0,654.0,748.0,143.0,1530.0,1881.0,13.0,73.7,1.0957
2004-11-27 01:00:00,4.2,1531.0,288.41126404967383,18.0,1238.0,685.0,619.0,140.0,1583.0,1774.0,12.7,77.5,1.1339
2004-11-27 02:00:00,3.8,1424.0,276.45686035673225,14.9,1145.0,574.0,641.0,122.0,1482.0,1615.0,12.4,78.4,1.1269
2004-11-27 03:00:00,2.7,1279.0,148.50085792960522,10.2,986.0,474.46022768907415,756.0,135.18090202719588,1362.0,1473.0,11.9,79.7,1.1075
2004-11-27 04:00:00,2.4,1250.0,193.57587160687376,9.1,942.0,319.0,755.0,103.0,1323.0,1380.0,11.9,80.7,1.1199
2004-11-27 05:00:00,2.0,1189.0,159.62521037333318,7.3,870.0,263.0,821.0,97.0,1272.0,1251.0,13.2,75.8,1.1459
2004-11-27 06:00:00,1.7,1197.0,110.91876389134791,7.6,881.0,320.0,820.0,99.0,1295.0,1173.0,12.3,81.9,1.1674
2004-11-27 07:00:00,2.1,1273.0,113.53679337885342,9.2,946.0,439.0,729.0,110.0,1349.0,1217.0,12.8,80.8,1.1898
2004-11-27 08:00:00,2.5,1298.0,190.63459624901566,11.1,1017.0,398.0,727.0,110.0,1418.0,1193.0,13.7,76.3,1.1932
2004-11-27 09:00:00,3.8,1453.0,273.1020509009476,16.3,1190.0,637.0,583.0,121.0,1644.0,1358.0,13.4,78.8,1.2104
2004-11-27 10:00:00,3.9,1492.0,277.5056973485317,17.8,1233.0,699.0,561.0,122.0,1672.0,1481.0,13.8,77.8,1.2201
2004-11-27 11:00:00,4.2,1481.0,224.1165836618619,16.7,1202.0,699.0,768.0,136.0,1639.0,1532.0,15.1,73.2,1.244
2004-11-27 12:00:00,4.0,1524.0,176.25012644862977,17.6,1228.0,707.0,853.0,170.0,1646.0,1675.0,15.8,70.5,1.2557
2004-11-27 13:00:00,4.4,1562.0,326.4335862351296,19.4,1280.0,743.0,479.0,156.0,1711.0,1709.0,15.4,73.3,1.27
2004-11-27 14:00:00,4.7,1567.0,363.213736512968,20.1,1300.0,745.0,473.0,158.0,1753.0,1743.0,15.6,71.4,1.2596
2004-11-27 15:00:00,4.6,1568.0,338.8833425920053,19.4,1280.0,741.0,479.0,174.0,1703.0,1774.0,16.3,68.7,1.2596
2004-11-27 16:00:00,4.8,1622.0,350.86345370551146,20.5,1312.0,765.0,477.0,187.0,1727.0,1804.0,16.4,68.2,1.2662
2004-11-27 17:00:00,4.5,1515.0,383.02552566493284,18.7,1259.0,632.0,508.0,147.0,1695.0,1555.0,15.6,70.2,1.238
2004-11-27 18:00:00,5.6,1603.0,518.4142883190373,24.5,1417.0,808.0,459.0,136.0,1871.0,1621.0,14.2,75.8,1.2202
2004-11-27 19:00:00,4.9,1514.0,451.7867880367046,21.3,1334.0,703.0,489.0,134.0,1755.0,1614.0,14.0,74.6,1.1865
2004-11-27 20:00:00,5.3,1567.0,498.2147456559626,23.5,1392.0,764.0,470.0,126.0,1821.0,1637.0,13.3,75.8,1.1506
2004-11-27 21:00:00,4.6,1380.0,348.46425094331835,15.5,1163.0,667.0,573.0,130.0,1547.0,1485.0,13.7,72.5,1.1326
2004-11-27 22:00:00,2.4,1214.0,225.78325237702074,9.9,972.0,355.0,663.0,98.0,1359.0,1280.0,12.8,73.8,1.0853
2004-11-27 23:00:00,2.7,1225.0,256.5115721591768,10.1,982.0,359.0,656.0,89.0,1358.0,1236.0,11.2,78.3,1.0415
2004-11-28 00:00:00,2.5,1250.0,248.87985017670962,10.3,989.0,327.0,665.0,88.0,1343.0,1204.0,10.6,79.4,1.0133
2004-11-28 01:00:00,2.3,1143.0,225.61582659912415,7.6,882.0,289.0,738.0,86.0,1260.0,1069.0,10.8,77.5,1.0027
2004-11-28 02:00:00,1.548145610769959,1046.0,146.79822853010126,6.1,817.0,306.2142578780324,790.0,104.4260401643639,1214.0,957.0,10.5,78.6,0.9976
2004-11-28 03:00:00,1.3,953.0,188.8643361036984,4.2,722.0,138.0,911.0,70.0,1148.0,828.0,10.3,77.6,0.9743
2004-11-28 04:00:00,1.0,913.0,165.72019900043153,3.1,659.0,86.0,1010.0,55.0,1121.0,748.0,10.3,74.9,0.9362
2004-11-28 05:00:00,0.9,858.0,139.41190235656916,1.6,554.0,60.0,1207.0,45.0,1047.0,663.0,11.2,69.0,0.9159
2004-11-28 06:00:00,0.7,848.0,127.60602821163764,1.7,560.0,62.0,1206.0,44.0,1045.0,644.0,8.9,77.1,0.8804
2004-11-28 07:00:00,0.8,871.0,124.8117923358443,1.5,548.0,73.0,1197.0,50.0,1025.0,662.0,9.5,73.3,0.8719
2004-11-28 08:00:00,1.0,909.0,124.17599449393367,2.6,624.0,157.0,1056.0,74.0,1073.0,736.0,8.6,77.2,0.8617
2004-11-28 09:00:00,1.1,906.0,138.9599759716059,2.8,637.0,166.0,1024.0,81.0,1070.0,761.0,8.6,76.6,0.8586
2004-11-28 10:00:00,0.8,859.0,134.14593036457404,1.9,573.0,98.0,1126.0,65.0,1039.0,696.0,9.7,72.0,0.8649
2004-11-28 11:00:00,1.4,1028.0,174.28084233958327,5.2,773.0,153.0,877.0,76.0,1194.0,871.0,11.1,68.2,0.8979
2004-11-28 12:00:00,2.2,1089.0,192.61377317458164,6.5,835.0,307.0,778.0,110.0,1216.0,1004.0,11.8,65.0,0.8966
2004-11-28 13:00:00,2.7,1184.0,214.25595988589555,9.4,954.0,416.0,701.0,124.0,1313.0,1133.0,12.1,64.8,0.9135
2004-11-28 14:00:00,2.3,1136.0,199.40273609811538,8.2,906.0,346.0,729.0,120.0,1274.0,1140.0,12.6,63.2,0.9209
2004-11-28 15:00:00,1.9,1069.0,199.88585848284265,6.9,854.0,252.0,780.0,99.0,1242.0,999.0,13.4,61.9,0.9513
2004-11-28 16:00:00,2.7,1214.0,226.3910757127319,8.6,922.0,326.0,741.0,117.0,1273.0,1124.0,13.3,63.3,0.9597
2004-11-28 17:00:00,3.2,1212.0,199.73108867500082,8.6,926.0,490.0,720.0,132.0,1283.0,1193.0,11.2,70.9,0.9406
2004-11-28 18:00:00,3.2,1218.0,253.67202671017287,10.1,981.0,452.0,677.0,113.0,1335.0,1258.0,9.6,76.5,0.9184
2004-11-28 19:00:00,3.5,1279.0,273.4383926459333,12.6,1069.0,542.0,628.0,117.0,1418.0,1356.0,9.9,76.3,0.9296
2004-11-28 20:00:00,4.5,1382.0,387.4269344778394,16.5,1196.0,605.0,573.0,127.0,1543.0,1468.0,10.4,74.6,0.9394
2004-11-28 21:00:00,4.1,1292.0,313.3102592097,13.0,1085.0,577.0,620.0,132.0,1438.0,1390.0,10.3,75.1,0.9399
2004-11-28 22:00:00,3.3,1250.0,275.0809786397941,12.1,1054.0,491.0,634.0,121.0,1407.0,1348.0,10.4,75.4,0.947
2004-11-28 23:00:00,3.1,1260.0,239.42083329904676,11.4,1030.0,492.0,639.0,122.0,1378.0,1355.0,10.5,75.4,0.9566
2004-11-29 00:00:00,3.0,1203.0,266.3537522679052,10.3,988.0,412.0,658.0,113.0,1350.0,1315.0,10.2,78.4,0.9757
2004-11-29 01:00:00,2.3,1146.0,232.37710839591864,8.0,900.0,283.0,718.0,99.0,1280.0,1183.0,9.9,80.5,0.984
2004-11-29 02:00:00,2.3,1130.0,245.71322408059518,8.1,902.0,280.0,715.0,86.0,1289.0,1117.0,9.8,81.4,0.9855
2004-11-29 03:00:00,1.7,1032.0,140.59501679923233,4.9,757.0,305.4463423379582,837.0,101.9670292984304,1182.0,1001.0,9.5,81.7,0.9693
2004-11-29 04:00:00,1.5,993.0,192.5071883288757,4.2,720.0,156.0,891.0,66.0,1143.0,925.0,8.9,83.0,0.9487
2004-11-29 05:00:00,1.3,987.0,185.50825609873345,4.9,759.0,166.0,856.0,67.0,1162.0,940.0,8.8,83.7,0.9529
2004-11-29 06:00:00,1.4,1018.0,172.65985193152494,5.7,800.0,225.0,821.0,78.0,1185.0,956.0,8.7,84.2,0.9526
2004-11-29 07:00:00,2.0,1129.0,229.131504794776,9.8,971.0,325.0,707.0,90.0,1315.0,1064.0,8.7,83.7,0.9454
2004-11-29 08:00:00,4.2,1440.0,370.65849529784657,20.6,1312.0,760.0,537.0,120.0,1657.0,1515.0,9.6,80.8,0.9687
2004-11-29 09:00:00,5.9,1609.0,587.6105704205611,29.5,1540.0,948.0,486.0,139.0,1961.0,1803.0,11.3,75.3,1.0048
2004-11-29 10:00:00,6.3,1573.0,544.8615317156643,28.3,1511.0,1044.0,531.0,172.0,1916.0,1927.0,13.8,68.5,1.0718
2004-11-29 11:00:00,6.6,1705.0,521.5835629950673,30.5,1562.0,1172.0,473.0,232.0,1988.0,2197.0,14.9,64.9,1.0929
2004-11-29 12:00:00,5.0,1551.0,317.6817467168653,23.0,1377.0,1000.0,564.0,168.0,1734.0,2038.0,15.3,63.2,1.0898
2004-11-29 13:00:00,2.5,1163.0,223.7448371312148,11.1,1016.0,366.0,781.0,120.0,1363.0,1339.0,18.6,49.1,1.0425
2004-11-29 14:00:00,2.6,1186.0,261.42435946492526,12.8,1077.0,346.0,797.0,121.0,1404.0,1328.0,18.6,49.3,1.0451
2004-11-29 15:00:00,1.9,1166.0,195.69266866018097,10.8,1007.0,289.0,775.0,117.0,1391.0,1227.0,18.4,49.9,1.0453
2004-11-29 16:00:00,2.3,1200.0,224.81379976649976,11.4,1027.0,316.0,760.0,121.0,1416.0,1199.0,17.9,51.4,1.0488
2004-11-29 17:00:00,1.9,1134.0,183.75242041617116,8.1,903.0,238.0,821.0,107.0,1299.0,1046.0,18.0,51.9,1.0622
2004-11-29 18:00:00,2.3,1161.0,241.45947190233733,10.0,979.0,267.0,758.0,115.0,1375.0,1132.0,16.7,57.3,1.0813
2004-11-29 19:00:00,1.8,1117.0,205.03259822668497,7.3,871.0,182.0,781.0,94.0,1320.0,986.0,17.3,57.0,1.1137
2004-11-29 20:00:00,1.9,1114.0,188.52937685161646,7.3,872.0,197.0,857.0,98.0,1310.0,991.0,16.8,58.7,1.1109
2004-11-29 21:00:00,1.4,1022.0,71.93174745042393,4.6,744.0,149.0,1224.0,87.0,1210.0,847.0,16.5,59.2,1.1021
2004-11-29 22:00:00,1.2,996.0,83.00551925056232,4.0,710.0,124.0,1699.0,78.0,1182.0,783.0,16.3,59.7,1.0941
2004-11-29 23:00:00,1.0,1002.0,94.0792910507007,3.9,704.0,105.0,1472.0,69.0,1202.0,752.0,16.0,61.6,1.1127
2004-11-30 00:00:00,1.2,1032.0,105.15306285083909,3.6,688.0,109.0,1514.0,67.0,1200.0,737.0,15.6,66.6,1.1763
2004-11-30 01:00:00,1.4,1052.0,116.22683465097748,5.1,766.0,169.0,1031.0,81.0,1302.0,796.0,13.8,80.4,1.2621
2004-11-30 02:00:00,1.2,1014.0,94.62861407982928,4.5,737.0,124.0,1509.0,75.0,1288.0,765.0,13.2,84.4,1.2779
2004-11-30 03:00:00,0.8,897.0,73.03039350868107,2.0,581.0,166.54367008225722,1184.0,41.15442484808966,1181.0,636.0,13.6,82.8,1.2845
2004-11-30 04:00:00,0.6,878.0,91.57822881191566,1.2,518.0,50.0,1294.0,42.0,1149.0,539.0,13.8,81.3,1.2767
2004-11-30 05:00:00,0.6,840.0,115.40920192692693,1.4,534.0,47.0,1268.0,38.0,1109.0,483.0,13.6,75.5,1.172
2004-11-30 06:00:00,0.7,879.0,78.07261752047998,1.9,575.0,110.0,1262.0,64.0,1111.0,537.0,11.5,81.4,1.1025
2004-11-30 07:00:00,1.1,999.0,89.89813283628655,3.6,690.0,193.0,1027.0,86.0,1192.0,707.0,11.8,80.7,1.1181
2004-11-30 08:00:00,2.5,1251.0,157.05953598649683,11.0,1015.0,475.0,751.0,127.0,1453.0,1070.0,12.3,78.9,1.1283
2004-11-30 09:00:00,3.6,1351.0,399.3515893925909,17.5,1226.0,420.0,648.0,122.0,1649.0,1248.0,13.0,76.0,1.1317
2004-11-30 10:00:00,3.6,1312.0,350.45060067000486,15.9,1177.0,439.0,711.0,141.0,1588.0,1261.0,13.7,70.9,1.1076
2004-11-30 11:00:00,3.3,1201.0,290.26941490102365,13.4,1098.0,461.0,763.0,139.0,1500.0,1209.0,14.0,70.9,1.1244
2004-11-30 12:00:00,2.0,1120.0,196.81829252520083,8.8,932.0,238.0,897.0,105.0,1301.0,1039.0,14.6,65.9,1.088
2004-11-30 13:00:00,1.9,1071.0,203.04504802561655,9.4,955.0,232.0,940.0,103.0,1311.0,977.0,14.9,59.9,1.0063
2004-11-30 14:00:00,2.2,1085.0,224.1218511223742,9.7,967.0,241.0,943.0,108.0,1321.0,976.0,14.9,58.4,0.9839
2004-11-30 15:00:00,2.2,1113.0,193.63799351787088,10.1,980.0,278.0,984.0,109.0,1311.0,995.0,15.3,54.3,0.9357
2004-11-30 16:00:00,3.8,1310.0,414.4732703875668,20.2,1301.0,496.0,746.0,149.0,1694.0,1350.0,14.6,56.6,0.9367
2004-11-30 17:00:00,3.5,1183.0,290.1738288445164,14.2,1122.0,464.0,897.0,143.0,1476.0,1215.0,12.6,62.0,0.9027
2004-11-30 18:00:00,5.2,1362.0,542.0626176512549,22.8,1373.0,600.0,755.0,159.0,1698.0,1461.0,11.9,62.3,0.8674
2004-11-30 19:00:00,6.3,1408.0,737.2254968401026,28.0,1502.0,692.0,640.0,178.0,1843.0,1598.0,11.6,64.3,0.8789
2004-11-30 20:00:00,6.8,1471.0,806.364080532865,30.3,1559.0,731.0,605.0,168.0,1939.0,1669.0,11.5,68.0,0.9207
2004-11-30 21:00:00,4.1,1157.0,314.40161150830136,12.4,1063.0,491.0,905.0,160.0,1394.0,1223.0,10.7,73.9,0.9502
2004-11-30 22:00:00,2.3,1061.0,171.26960697815355,8.0,899.0,284.0,1067.0,117.0,1277.0,939.0,9.6,83.0,0.9899
2004-11-30 23:00:00,1.9,1006.0,108.0192985897595,6.5,836.0,245.0,1226.0,113.0,1210.0,902.0,9.6,79.9,0.9579
2004-12-01 00:00:00,2.2,1039.0,130.28173799558533,7.5,880.0,273.0,1198.0,113.0,1251.0,933.0,9.8,79.4,0.9626
2004-12-01 01:00:00,1.3,886.0,130.57889403032937,3.8,699.0,157.0,1900.0,94.0,1106.0,766.0,10.1,75.3,0.9322
2004-12-01 02:00:00,1.2,900.0,130.87605006507343,3.8,701.0,117.0,1955.0,76.0,1127.0,749.0,9.1,80.0,0.9299
2004-12-01 03:00:00,0.9,856.0,131.1732060998175,3.0,654.0,272.68400754745903,2042.0,28.06796134573986,1100.0,709.0,8.7,82.4,0.9294
2004-12-01 04:00:00,0.8785191157340204,857.0,131.47036213456153,2.8,638.0,123.0,2061.0,68.0,1083.0,746.0,8.5,81.7,0.9074
2004-12-01 05:00:00,0.6,844.0,131.76751816930556,2.5,618.0,100.0,2095.0,63.0,1064.0,757.0,8.3,80.4,0.8861
2004-12-01 06:00:00,0.9,927.0,132.06467420404962,3.3,671.0,135.0,2009.0,74.0,1098.0,792.0,8.9,79.2,0.9067
2004-12-01 07:00:00,1.4,1007.0,132.3618302387937,7.0,857.0,301.0,1699.0,96.0,1248.0,921.0,8.7,80.8,0.9096
2004-12-01 08:00:00,3.4,1318.0,132.65898627353772,18.1,1243.0,641.0,1261.0,121.0,1638.0,1318.0,9.0,79.8,0.9203
2004-12-01 09:00:00,5.0,1396.0,343.44622488486607,24.6,1419.0,849.0,1104.0,145.0,1799.0,1547.0,9.5,78.3,0.9338
2004-12-01 10:00:00,4.7,1337.0,195.50162136220854,19.7,1288.0,861.0,1192.0,158.0,1648.0,1516.0,10.4,76.0,0.9561
2004-12-01 11:00:00,3.2,1202.0,32.62737852608666,13.0,1083.0,629.0,1376.0,143.0,1410.0,1340.0,11.0,74.4,0.9736
2004-12-01 12:00:00,3.5,1309.0,70.86156596370006,17.1,1212.0,737.0,1267.0,182.0,1533.0,1556.0,13.8,63.6,0.9959
2004-12-01 13:00:00,4.0,1351.0,164.87870926964774,19.3,1278.0,712.0,1249.0,163.0,1623.0,1582.0,13.6,65.6,1.0167
2004-12-01 14:00:00,5.7,1501.0,416.1477451912913,28.4,1514.0,933.0,1090.0,178.0,1898.0,1791.0,13.7,66.5,1.038
2004-12-01 15:00:00,5.0,1426.0,286.48730427418514,22.9,1375.0,836.0,1143.0,162.0,1751.0,1631.0,13.0,73.0,1.086
2004-12-01 16:00:00,5.6,1544.0,318.7916350216949,25.7,1446.0,987.0,1070.0,171.0,1834.0,1679.0,12.7,77.1,1.1251
2004-12-01 17:00:00,6.2,1566.0,397.70188011662503,26.8,1474.0,985.0,1049.0,174.0,1887.0,1681.0,12.3,79.7,1.1342
2004-12-01 18:00:00,7.5,1547.0,564.1134125569599,29.2,1532.0,1040.0,1009.0,185.0,1972.0,1718.0,12.3,78.8,1.1279
2004-12-01 19:00:00,3.0,1124.0,118.38034833409029,11.9,1047.0,401.0,1401.0,126.0,1419.0,1193.0,12.5,72.6,1.0489
2004-12-01 20:00:00,2.6,1090.0,90.80324806061537,10.1,981.0,279.0,1513.0,113.0,1390.0,1044.0,11.8,76.1,1.0544
2004-12-01 21:00:00,2.1,1034.0,93.50779114497543,7.2,865.0,280.0,1732.0,111.0,1280.0,925.0,11.3,79.9,1.0697
2004-12-01 22:00:00,1.8,1040.0,96.21233422933548,7.1,859.0,280.0,1705.0,107.0,1293.0,889.0,11.1,84.3,1.1137
2004-12-01 23:00:00,2.0,1060.0,98.91687731369554,7.5,877.0,327.0,1648.0,107.0,1313.0,929.0,11.3,83.1,1.1089
2004-12-02 00:00:00,2.2,1076.0,101.62142039805559,8.1,903.0,316.0,1627.0,102.0,1330.0,958.0,11.6,81.0,1.1082
2004-12-02 01:00:00,1.9,975.0,104.32596348241563,5.5,787.0,223.0,1812.0,96.0,1238.0,844.0,11.7,77.8,1.0689
2004-12-02 02:00:00,1.6,987.0,107.0305065667757,5.7,796.0,180.0,1789.0,86.0,1254.0,830.0,11.7,78.6,1.0813
2004-12-02 03:00:00,1.1,928.0,109.73504965113574,3.8,699.0,265.7416203484611,1930.0,34.00693659238914,1198.0,785.0,11.9,78.2,1.0856
2004-12-02 04:00:00,0.9,889.0,112.4395927354958,2.9,646.0,131.0,2047.0,70.0,1163.0,743.0,12.0,77.4,1.0825
2004-12-02 05:00:00,0.7,880.0,115.14413581985585,2.4,610.0,101.0,2095.0,59.0,1150.0,711.0,12.0,78.0,1.094
2004-12-02 06:00:00,0.9,919.0,117.8486789042159,4.0,711.0,189.0,1667.0,74.0,1195.0,819.0,12.4,75.3,1.0813
2004-12-02 07:00:00,1.4,1073.0,120.55322198857596,7.2,867.0,336.0,768.0,89.0,1329.0,981.0,12.5,76.4,1.1021
2004-12-02 08:00:00,4.2,1435.0,368.35875795731556,21.6,1341.0,804.0,501.0,131.0,1787.0,1480.0,12.9,73.8,1.0937
2004-12-02 09:00:00,5.0,1477.0,556.2070185165219,27.9,1501.0,860.0,444.0,139.0,1972.0,1691.0,13.3,70.7,1.0749
2004-12-02 10:00:00,4.4,1337.0,389.4341840858988,19.2,1275.0,745.0,525.0,145.0,1655.0,1548.0,14.3,66.1,1.0711
2004-12-02 11:00:00,3.4,1308.0,275.46355543404786,16.4,1191.0,685.0,537.0,137.0,1559.0,1523.0,15.4,63.9,1.1071
2004-12-02 12:00:00,2.8,1245.0,221.39257653715413,14.8,1143.0,639.0,569.0,128.0,1531.0,1406.0,15.9,62.7,1.1273
2004-12-02 13:00:00,3.4,1295.0,296.06841454086475,16.8,1205.0,668.0,538.0,128.0,1579.0,1476.0,16.4,61.9,1.1465
2004-12-02 14:00:00,2.9,1338.0,324.914349941889,16.9,1208.0,469.0,539.0,123.0,1600.0,1481.0,18.0,58.0,1.1901
2004-12-02 15:00:00,3.9,1405.0,377.2648350987639,19.0,1269.0,605.0,500.0,136.0,1735.0,1534.0,19.2,57.9,1.2757
2004-12-02 16:00:00,4.0,1456.0,374.2343045494472,19.8,1291.0,641.0,490.0,137.0,1753.0,1592.0,18.1,62.1,1.2822
2004-12-02 17:00:00,4.9,1516.0,500.2088825125984,24.8,1423.0,774.0,455.0,151.0,1881.0,1688.0,16.7,67.3,1.2707
2004-12-02 18:00:00,7.7,1707.0,918.4759869232439,37.6,1721.0,1001.0,375.0,171.0,2260.0,1940.0,15.8,70.7,1.2601
2004-12-02 19:00:00,9.4,1816.0,1132.3578908382042,43.9,1851.0,1184.0,341.0,171.0,2405.0,2069.0,15.4,73.0,1.2688
2004-12-02 20:00:00,7.8,1713.0,900.6845560365846,36.6,1699.0,1020.0,371.0,161.0,2196.0,1943.0,15.4,73.0,1.2648
2004-12-02 21:00:00,6.6,1646.0,684.4367748224347,30.8,1570.0,964.0,401.0,154.0,2049.0,1846.0,15.3,73.6,1.2691
2004-12-02 22:00:00,4.7,1468.0,454.1689998802889,22.0,1351.0,741.0,472.0,127.0,1783.0,1611.0,15.1,74.3,1.2623
2004-12-02 23:00:00,4.8,1443.0,440.519499953342,20.9,1323.0,757.0,486.0,115.0,1760.0,1487.0,14.2,78.0,1.254
2004-12-03 00:00:00,3.2,1289.0,257.87263002489476,13.1,1087.0,564.0,587.0,102.0,1515.0,1208.0,14.1,81.4,1.3066
2004-12-03 01:00:00,2.6,1194.0,207.55443564908126,9.3,950.0,434.0,667.0,100.0,1433.0,1043.0,14.4,82.7,1.3496
2004-12-03 02:00:00,2.1,1165.0,231.44371697802137,9.4,957.0,308.0,661.0,86.0,1452.0,979.0,14.1,84.1,1.3461
2004-12-03 03:00:00,1.3,1003.0,139.77421750003214,4.7,747.0,247.58551887395038,843.0,74.10219980378372,1289.0,806.0,14.1,84.8,1.3544
2004-12-03 04:00:00,1.1,986.0,162.16510539588285,3.8,700.0,133.0,883.0,80.0,1249.0,768.0,14.0,84.1,1.3389
2004-12-03 05:00:00,0.7,930.0,127.82052726849281,2.5,623.0,103.0,975.0,74.0,1215.0,720.0,13.9,85.1,1.3449
2004-12-03 06:00:00,0.9,988.0,118.92649409992623,4.0,709.0,178.0,897.0,82.0,1267.0,785.0,13.8,85.5,1.3469
2004-12-03 07:00:00,1.5,1094.0,153.69073013464742,7.0,857.0,289.0,739.0,96.0,1378.0,903.0,13.8,85.3,1.3412
2004-12-03 08:00:00,3.8,1528.0,327.0754469222668,21.1,1328.0,736.0,487.0,124.0,1839.0,1389.0,13.7,84.5,1.3202
2004-12-03 09:00:00,6.0,1628.0,603.3857359831002,29.0,1528.0,928.0,416.0,142.0,2081.0,1649.0,13.9,83.9,1.3284
2004-12-03 10:00:00,5.1,1555.0,416.52784835526006,23.0,1377.0,897.0,455.0,154.0,1834.0,1621.0,14.6,81.6,1.3448
2004-12-03 11:00:00,3.6,1290.0,261.9596753744661,13.0,1084.0,596.0,586.0,144.0,1544.0,1362.0,15.8,74.7,1.3336
2004-12-03 12:00:00,3.0,1280.0,299.2638874760636,14.9,1144.0,481.0,555.0,144.0,1599.0,1624.0,16.4,72.1,1.336
2004-12-03 13:00:00,3.1,1302.0,312.21897201933484,15.7,1169.0,495.0,544.0,139.0,1636.0,1605.0,16.8,70.3,1.3341
2004-12-03 14:00:00,3.3,1332.0,388.8117382033763,18.1,1242.0,460.0,524.0,138.0,1716.0,1608.0,17.9,66.3,1.3499
2004-12-03 15:00:00,3.4,1332.0,343.32800688822283,15.5,1163.0,445.0,548.0,134.0,1664.0,1522.0,18.8,62.7,1.3506
2004-12-03 16:00:00,4.6,1493.0,517.2926851308162,23.8,1399.0,618.0,466.0,150.0,1893.0,1708.0,19.0,61.6,1.3407
2004-12-03 17:00:00,6.9,1648.0,790.0307204786375,32.6,1612.0,858.0,401.0,173.0,2177.0,1885.0,17.7,68.3,1.3713
2004-12-03 18:00:00,5.1,1482.0,576.2023967565613,24.0,1404.0,634.0,463.0,134.0,1883.0,1657.0,16.5,71.7,1.3358
2004-12-03 19:00:00,4.9,1501.0,572.247712225588,23.6,1392.0,575.0,476.0,128.0,1832.0,1645.0,15.7,72.7,1.2872
2004-12-03 20:00:00,6.1,1601.0,744.607678978964,30.7,1568.0,738.0,422.0,132.0,2111.0,1729.0,15.0,74.4,1.2593
2004-12-03 21:00:00,6.2,1421.0,574.2423509064615,20.9,1320.0,739.0,496.0,134.0,1804.0,1556.0,14.6,75.2,1.2405
2004-12-03 22:00:00,3.0,1232.0,278.5902486934366,12.7,1074.0,472.0,606.0,107.0,1504.0,1317.0,14.0,75.7,1.2051
2004-12-03 23:00:00,3.4,1270.0,305.70530415005703,14.0,1117.0,542.0,586.0,101.0,1528.0,1290.0,13.1,78.7,1.1817
2004-12-04 00:00:00,3.5,1257.0,295.32681730467766,13.7,1108.0,577.0,592.0,94.0,1520.0,1287.0,12.6,78.4,1.1419
2004-12-04 01:00:00,3.2,1246.0,255.91464094850664,12.8,1077.0,568.0,621.0,99.0,1462.0,1235.0,12.8,77.9,1.1438
